,city id,city,country,latitude,longitute,temperature(C),humidity(%),wind speed(mps),cloud(%),receive date
106,3382160,Cayenne,GF,4.9333,-52.3333,25.61,1,0.0,20,20-06-2022 13:50:53
107,364933,Umm Kaddadah,SD,13.6017,26.6876,28.29,47,4.39,95,20-06-2022 13:50:54
108,1642773,Japura,ID,-0.3167,102.35,23.41,98,1.04,100,20-06-2022 13:50:55
109,2079582,Alyangula,AU,-13.8483,136.4192,27.07,62,5.56,93,20-06-2022 13:50:55
110,3393692,Itarema,BR,-2.9248,-39.9167,24.54,89,4.89,1,20-06-2022 13:50:56
111,1337617,Muli,MV,2.9167,73.5667,28.54,70,4.39,47,20-06-2022 13:50:57
112,2514651,Los Llanos de Aridane,ES,28.6585,-17.9182,17.29,92,5.14,100,20-06-2022 13:50:58
113,3445026,Vila Velha,BR,-20.3297,-40.2925,19.41,95,1.03,100,20-06-2022 13:50:58
114,923058,Kambove,CD,-10.8764,26.5969,10.9,65,1.64,10,20-06-2022 13:50:59
115,1630639,Pringsewu,ID,-5.3582,104.9744,30.28,60,1.43,8,20-06-2022 13:51:00
116,3985710,Cabo San Lucas,MX,22.8909,-109.9124,28.06,82,1.27,38,20-06-2022 13:46:37
117,1687894,Santa Rosa,PH,14.3122,121.1114,32.58,62,1.83,16,20-06-2022 13:51:01
118,3883457,Lebu,CL,-37.6167,-73.65,10.56,94,4.59,100,20-06-2022 13:51:02
119,368246,Raja,SS,8.4596,25.678,20.24,96,0.87,100,20-06-2022 13:51:03
120,3460594,Itatinga,BR,-23.1017,-48.6158,11.08,96,1.67,91,20-06-2022 13:51:04
121,1067565,Beloha,MG,-25.1667,45.05,14.52,90,2.95,0,20-06-2022 13:51:04
122,1267173,Khairāgarh,IN,26.95,77.8167,31.62,49,2.22,0,20-06-2022 13:51:05
123,3576994,Cockburn Town,TC,21.4612,-71.1419,27.28,79,9.54,100,20-06-2022 13:51:06
124,2656847,Atherton,GB,53.5237,-2.4935,8.35,85,1.87,0,20-06-2022 13:51:07
125,962367,Richards Bay,ZA,-28.783,32.0377,17.93,81,2.11,92,20-06-2022 13:51:07
126,1024552,Xai-Xai,MZ,-25.0519,33.6442,15.97,92,1.22,0,20-06-2022 13:51:08
127,2357163,Nouna,BF,12.7333,-3.8667,27.82,57,3.3,23,20-06-2022 13:51:09
128,2521582,Arona,ES,28.0996,-16.681,17.5,76,6.17,75,20-06-2022 13:46:44
